text,category
"Rs.2410.37 Credited to SB-xxx3454 AcBal:2676.81 CLRBal: 16,708.95 [471815] Coleman Ramp on 03th May 2024, 12:00 AM. Hamilton Inc.",income
5976.53 Debited ATM Card Maint Charge GST in your Ac XX2741 on 2024-01-12. .Avl BalRs 1551.91.,expense
"Rs.3631.33 Credited to SB-xxx4739 AcBal:1638.30 CLRBal: 10,888.60 [34674] Natasha Row on 11th May 2024, 12:00 AM. Fernandez-Stewart.",income
UPI -VPA (854)629-4297x788@paytm linked to HDFC a/c XX2339 debited Rs.2319.13 and credited to HSHY90858682796505.ifsc.npci -Ref 963966079665,expense
UPI -VPA +1-280-239-2907x93541@paytm linked to Bank a/c XX9767 debited Rs.9854.94 and credited to GB96OEKP73314681252581.ifsc.npci -Ref 959158952900,expense
VPA 001-311-290-6249@paytm linked to HDFC a/c XX6090 debited Rs.4704.85 and credited to GB43VHHN45845393268906.ifsc.npci -Ref 395953406735,expense
VPA (512)394-5212@paytm linked to ICICI a/c XX9752 debited Rs.2719.58 and credited to WIDB90972015166190.ifsc.npci -Ref 396390327825,expense
VPA 264.968.6063x30727@paytm linked to Bank a/c XX8238 debited Rs.3018.58 and credited to JTHT84392098289942.ifsc.npci -Ref 114244502815,expense
UPI -VPA (723)336-4544@paytm linked to Bank a/c XX9152 debited Rs.2815.01 and credited to GB10HDKX77574928186798.ifsc.npci -Ref 608822513562,expense
"INR 2968.37 credited to A/c XXXX59 on 02th May 2024, 12:00 AM via IMPS from Burns-Jones. Current Balance: INR 2,772.25.",income
1440.50 Debited ATM Card Maint Charge GST in your Ac XX9019 on 2024-01-13. .Avl BalRs 2548.32.,expense
VPA +1-852-493-8296@paytm linked to ICICI a/c XX2852 debited Rs.5221.33 and credited to NCQW81873912013585.ifsc.npci -Ref 179825174697,expense
"Dear Customer, INR 557.08 has been credited to A/c XXXX95 on 04th May 2024, 12:00 AM, 05:50 PM via IMPS from Williams, Turner and Cruz. Current Balance: INR 7,409.69.",income
381.08 Debited ATM Card Maint Charge GST in your Ac XX8404 on 2024-03-07. .Avl BalRs 3287.03.,expense
VPA +1-886-348-9004x6491@paytm linked to SBI a/c XX6388 debited Rs.2318.46 and credited to GB53GIZE20069797321127.ifsc.npci -Ref 184718992282,expense
"Rs.2942.32 Credited to SB-xxx1066 AcBal:1422.55 CLRBal: 10,414.67 [6617] Brown Park on 08th May 2024, 12:00 AM. Perez, Hubbard and Houston.",income
"INR 436.66 credited to A/c XXXX12 on 06th May 2024, 12:00 AM via RTGS from Jordan-David. Current Balance: INR 1,290.36.",income
"Your salary of INR 24624.86 has been credited to A/c XXXX71 on 06th May 2024, 12:00 AM via IMPS from Jackson, Brown and Anderson. Current Balance: INR 8,111.47.",income
"Your salary of INR 35928.82 has been credited to A/c XXXX25 on 04th May 2024, 12:00 AM via UPI from Burke PLC. Current Balance: INR 7,759.50.",income
"INR 1493.44 credited to A/c XXXX78 on 05th May 2024, 12:00 AM via RTGS from Neal Ltd. Current Balance: INR 6,112.25.",income
"Dear Customer, INR 775.59 has been credited to A/c XXXX28 on 04th May 2024, 12:00 AM, 05:20 PM via IMPS from Atkins-Hebert. Current Balance: INR 9,636.03.",income
3420.08 Debited ATM Card Maint Charge GST in your Ac XX1223 on 2024-01-20. .Avl BalRs 4964.92.,expense
"INR 201.32 credited to A/c XXXX42 on 04th May 2024, 12:00 AM via RTGS from Klein-Phillips. Current Balance: INR 1,896.25.",income
8454.89 Debited ATM Card Maint Charge GST in your Ac XX2866 on 2024-03-12. .Avl BalRs 4238.20.,expense
"Your salary of INR 23360.52 has been credited to A/c XXXX48 on 11th May 2024, 12:00 AM via IMPS from Bowman Group. Current Balance: INR 8,482.38.",income
"Dear Customer, INR 602.81 has been credited to A/c XXXX46 on 08th May 2024, 12:00 AM, 04:27 AM via IMPS from Ford-Brown. Current Balance: INR 5,780.67.",income
"Your salary of INR 36032.44 has been credited to A/c XXXX94 on 12th May 2024, 12:00 AM via IMPS from Higgins-Moore. Current Balance: INR 9,992.04.",income
"Sent Rs.9759.08 from Axis Bank AC X1594 to phonepe6862576@paytm on 2024-02-21.UPI Ref 881129490139. Not you, http://jones-holt.info/",expense
"Rs.4801.51 Credited to SB-xxx3908 AcBal:2341.53 CLRBal: 16,982.80 [876196] Roberts Light on 05th May 2024, 12:00 AM. Barber, Stevenson and Carter.",income
VPA (882)245-7230x7065@paytm linked to SBI a/c XX1191 debited Rs.4699.67 and credited to GB41YAAT64424654897452.ifsc.npci -Ref 996404256104,expense
VPA 983-281-6221@paytm linked to Bank a/c XX7451 debited Rs.3054.34 and credited to VYOJ73614415295887.ifsc.npci -Ref 217430307214,expense
"Dear Customer, INR 421.23 has been credited to A/c XXXX48 on 12th May 2024, 12:00 AM, 08:03 AM via IMPS from Smith, Walton and Bond. Current Balance: INR 6,299.50.",income
6936.08 Debited ATM Card Maint Charge GST in your Ac XX3345 on 2024-01-29. .Avl BalRs 8970.99.,expense
"Your salary of INR 32250.33 has been credited to A/c XXXX63 on 05th May 2024, 12:00 AM via UPI from Brooks PLC. Current Balance: INR 6,621.00.",income
UPI -VPA 001-440-321-3256x3164@paytm linked to HDFC a/c XX5341 debited Rs.5901.02 and credited to GB77WEVE50564036940432.ifsc.npci -Ref 345740536296,expense
"Sent Rs.8295.27 from SBI Bank AC X6625 to paytm3513986@paytm on 2024-01-10.UPI Ref 545671487436. Not you, http://www.snow.com/",expense
"INR 3693.12 credited to A/c XXXX28 on 05th May 2024, 12:00 AM via UPI from Walsh-Black. Current Balance: INR 1,586.27.",income
"INR 3939.03 credited to A/c XXXX36 on 08th May 2024, 12:00 AM via RTGS from Nelson Ltd. Current Balance: INR 5,795.58.",income
"Rs.1244.03 Credited to SB-xxx5078 AcBal:2014.13 CLRBal: 15,241.18 [372489] Sandy Hill on 10th May 2024, 12:00 AM. Evans, Williams and Collins.",income
"INR 16.50 credited to A/c XXXX63 on 05th May 2024, 12:00 AM via RTGS from Allen and Sons. Current Balance: INR 9,922.02.",income
"INR 766.86 credited to A/c XXXX81 on 02th May 2024, 12:00 AM via UPI from Martin, Holmes and French. Current Balance: INR 3,524.54.",income
"Sent Rs.1354.64 from Kotak Bank AC X6703 to paytm6456854@paytm on 2024-04-26.UPI Ref 823486992313. Not you, https://medina.com/",expense
UPI -VPA +1-645-235-8265x1290@paytm linked to HDFC a/c XX2813 debited Rs.8847.97 and credited to GB94ZWBT63180982226632.ifsc.npci -Ref 367879768860,expense
"INR 4469.17 credited to A/c XXXX21 on 02th May 2024, 12:00 AM via IMPS from Johnson-Mcdonald. Current Balance: INR 2,276.53.",income
"INR 276.93 credited to A/c XXXX26 on 09th May 2024, 12:00 AM via RTGS from Hines-Logan. Current Balance: INR 4,651.77.",income
UPI -VPA +1-893-670-8511@paytm linked to Bank a/c XX6122 debited Rs.4737.39 and credited to GB46GXRA61673031123073.ifsc.npci -Ref 976900129518,expense
"Your salary of INR 38672.49 has been credited to A/c XXXX83 on 06th May 2024, 12:00 AM via IMPS from Carter-Myers. Current Balance: INR 5,898.02.",income
"Dear Customer, INR 412.71 has been credited to A/c XXXX73 on 06th May 2024, 12:00 AM, 11:20 PM via IMPS from Allen-Sanders. Current Balance: INR 3,436.04.",income
UPI -VPA (256)739-8189x23767@paytm linked to HDFC a/c XX8248 debited Rs.8542.91 and credited to GB67XUXN67284495704804.ifsc.npci -Ref 611092811994,expense
"Sent Rs.2161.89 from SBI Bank AC X9297 to phonepe2915876@paytm on 2024-01-24.UPI Ref 996427278259. Not you, http://www.paul-jackson.com/",expense
"INR 225.67 credited to A/c XXXX97 on 05th May 2024, 12:00 AM via RTGS from Garrison, Love and Sexton. Current Balance: INR 9,915.62.",income
"Rs.3229.11 Credited to SB-xxx9630 AcBal:4342.38 CLRBal: 14,875.98 [616085] Thomas Locks on 04th May 2024, 12:00 AM. Macdonald, Gomez and Richmond.",income
"Rs.1024.95 Credited to SB-xxx7012 AcBal:3764.82 CLRBal: 12,173.45 [182466] Williams Walks on 06th May 2024, 12:00 AM. Weaver Inc.",income
"Your salary of INR 12664.52 has been credited to A/c XXXX88 on 07th May 2024, 12:00 AM via UPI from Morgan PLC. Current Balance: INR 6,476.93.",income
UPI -VPA 635-435-0213x3341@paytm linked to Bank a/c XX3696 debited Rs.3219.43 and credited to GB70KGNJ44823364433208.ifsc.npci -Ref 972758213271,expense
"Your salary of INR 44737.03 has been credited to A/c XXXX48 on 03th May 2024, 12:00 AM via RTGS from Thomas, Kelly and Mejia. Current Balance: INR 9,283.24.",income
2887.23 Debited ATM Card Maint Charge GST in your Ac XX6068 on 2024-01-16. .Avl BalRs 609.54.,expense
VPA +1-468-506-5608x062@paytm linked to HDFC a/c XX3109 debited Rs.7777.19 and credited to PGPC69297107500804.ifsc.npci -Ref 695952034081,expense
"Dear Customer, INR 421.97 has been credited to A/c XXXX54 on 05th May 2024, 12:00 AM, 02:59 PM via IMPS from Zavala Group. Current Balance: INR 6,829.69.",income
"Your salary of INR 48283.07 has been credited to A/c XXXX78 on 07th May 2024, 12:00 AM via UPI from Ferguson-Walton. Current Balance: INR 9,683.35.",income
"Your salary of INR 20556.84 has been credited to A/c XXXX48 on 10th May 2024, 12:00 AM via IMPS from Cook Group. Current Balance: INR 6,136.87.",income
5861.03 Debited ATM Card Maint Charge GST in your Ac XX3768 on 2024-04-14. .Avl BalRs 5627.29.,expense
"INR 225.59 credited to A/c XXXX97 on 07th May 2024, 12:00 AM via RTGS from Lynch-Miles. Current Balance: INR 3,419.21.",income
VPA 786-279-9363@paytm linked to HDFC a/c XX1628 debited Rs.9726.74 and credited to IESM25281157202007.ifsc.npci -Ref 693619509256,expense
"Dear Customer, INR 173.33 has been credited to A/c XXXX36 on 06th May 2024, 12:00 AM, 11:04 AM via IMPS from Weiss LLC. Current Balance: INR 4,461.93.",income
464.81 Debited ATM Card Maint Charge GST in your Ac XX9345 on 2024-04-07. .Avl BalRs 742.30.,expense
VPA +1-895-641-9955@paytm linked to ICICI a/c XX1956 debited Rs.9602.79 and credited to GB16EARL70186327395530.ifsc.npci -Ref 461992899396,expense
"INR 20.65 credited to A/c XXXX25 on 12th May 2024, 12:00 AM via RTGS from Ramos, Smith and Smith. Current Balance: INR 8,366.62.",income
238.05 Debited ATM Card Maint Charge GST in your Ac XX4550 on 2024-03-29. .Avl BalRs 4033.81.,expense
"Dear Customer, INR 382.16 has been credited to A/c XXXX80 on 05th May 2024, 12:00 AM, 02:49 AM via IMPS from Taylor, Chan and Sanchez. Current Balance: INR 7,969.88.",income
VPA (432)502-2727@paytm linked to Bank a/c XX8739 debited Rs.6561.48 and credited to GB14IFKY15375839903978.ifsc.npci -Ref 839927072833,expense
"INR 2781.40 credited to A/c XXXX64 on 11th May 2024, 12:00 AM via UPI from Walker-Morales. Current Balance: INR 8,340.08.",income
"Sent Rs.1093.48 from SBI Bank AC X7240 to paytm1244521@paytm on 2024-03-07.UPI Ref 109842702141. Not you, http://www.wilson.com/",expense
"Dear Customer, INR 448.92 has been credited to A/c XXXX52 on 05th May 2024, 12:00 AM, 01:26 AM via IMPS from Sullivan LLC. Current Balance: INR 7,431.71.",income
"Rs.2344.02 Credited to SB-xxx8475 AcBal:1194.85 CLRBal: 11,280.13 [374612] Horne Bridge on 12th May 2024, 12:00 AM. Hernandez-Buchanan.",income
"Rs.2140.83 Credited to SB-xxx9326 AcBal:3157.55 CLRBal: 18,572.55 [380529] Andrew Coves on 12th May 2024, 12:00 AM. West, Petersen and Adkins.",income
"Sent Rs.6474.33 from Axis Bank AC X2177 to googlepay1364007@paytm on 2024-05-08.UPI Ref 277542513055. Not you, http://solomon-garcia.net/",expense
"INR 357.58 credited to A/c XXXX98 on 02th May 2024, 12:00 AM via RTGS from Fuller, Sexton and Payne. Current Balance: INR 5,280.34.",income
"Sent Rs.7742.17 from Axis Bank AC X2569 to googlepay6360816@paytm on 2024-04-17.UPI Ref 378616420780. Not you, http://www.brown.info/",expense
"Dear Customer, INR 626.28 has been credited to A/c XXXX33 on 06th May 2024, 12:00 AM, 03:27 PM via IMPS from Howard-Montgomery. Current Balance: INR 8,248.47.",income
"Dear Customer, INR 889.83 has been credited to A/c XXXX63 on 06th May 2024, 12:00 AM, 05:32 PM via IMPS from Montoya, May and Morris. Current Balance: INR 8,794.44.",income
"Dear Customer, INR 272.39 has been credited to A/c XXXX13 on 06th May 2024, 12:00 AM, 09:20 AM via IMPS from Davis LLC. Current Balance: INR 6,216.52.",income
VPA +1-452-403-6276x5763@paytm linked to Bank a/c XX1969 debited Rs.6969.36 and credited to GB67IAQA52251158718415.ifsc.npci -Ref 196179556635,expense
"Your salary of INR 46293.31 has been credited to A/c XXXX48 on 12th May 2024, 12:00 AM via UPI from Ryan-Brown. Current Balance: INR 7,251.02.",income
2387.51 Debited ATM Card Maint Charge GST in your Ac XX6710 on 2024-04-25. .Avl BalRs 3589.01.,expense
"Dear Customer, INR 652.79 has been credited to A/c XXXX31 on 04th May 2024, 12:00 AM, 01:22 PM via IMPS from Thompson-Fisher. Current Balance: INR 8,810.15.",income
"Dear Customer, INR 285.26 has been credited to A/c XXXX97 on 08th May 2024, 12:00 AM, 07:29 PM via IMPS from Lewis LLC. Current Balance: INR 2,220.02.",income
"Rs.3911.21 Credited to SB-xxx7985 AcBal:2238.59 CLRBal: 16,817.34 [527029] Perkins Gardens on 03th May 2024, 12:00 AM. Smith-Armstrong.",income
5393.69 Debited ATM Card Maint Charge GST in your Ac XX8630 on 2024-02-10. .Avl BalRs 4960.33.,expense
"Dear Customer, INR 351.09 has been credited to A/c XXXX37 on 06th May 2024, 12:00 AM, 02:00 PM via IMPS from Waller, Hodges and Davis. Current Balance: INR 4,228.84.",income
"INR 149.51 credited to A/c XXXX58 on 08th May 2024, 12:00 AM via RTGS from Ward Inc. Current Balance: INR 1,196.81.",income
3627.20 Debited ATM Card Maint Charge GST in your Ac XX2395 on 2024-05-12. .Avl BalRs 6067.92.,expense
486.57 Debited ATM Card Maint Charge GST in your Ac XX4570 on 2024-03-12. .Avl BalRs 367.96.,expense
"INR 367.33 credited to A/c XXXX48 on 12th May 2024, 12:00 AM via RTGS from White and Sons. Current Balance: INR 6,823.25.",income
8057.21 Debited ATM Card Maint Charge GST in your Ac XX4593 on 2024-03-01. .Avl BalRs 5158.45.,expense
6670.11 Debited ATM Card Maint Charge GST in your Ac XX2845 on 2024-01-20. .Avl BalRs 9519.83.,expense
"Dear Customer, INR 167.52 has been credited to A/c XXXX65 on 11th May 2024, 12:00 AM, 04:38 AM via IMPS from Smith, White and Scott. Current Balance: INR 5,012.07.",income
"INR 378.79 credited to A/c XXXX69 on 10th May 2024, 12:00 AM via RTGS from Thornton-Zimmerman. Current Balance: INR 2,019.99.",income
VPA 338.464.8292x8505@paytm linked to Bank a/c XX8886 debited Rs.2053.62 and credited to GB60URGD45815062605222.ifsc.npci -Ref 619444052729,expense
"INR 3093.57 credited to A/c XXXX61 on 05th May 2024, 12:00 AM via UPI from Sawyer-Morris. Current Balance: INR 2,175.86.",income
4873.62 Debited ATM Card Maint Charge GST in your Ac XX9561 on 2024-01-08. .Avl BalRs 2065.40.,expense
"Rs.2606.00 Credited to SB-xxx6140 AcBal:2194.65 CLRBal: 11,584.05 [716436] Karen Loaf on 03th May 2024, 12:00 AM. Mitchell, Adkins and Adkins.",income
UPI -VPA 6938026422@paytm linked to HDFC a/c XX2322 debited Rs.8590.39 and credited to GKHR20259790935932.ifsc.npci -Ref 681273508786,expense
"Sent Rs.6661.06 from Kotak Bank AC X1211 to paytm3971191@paytm on 2024-04-23.UPI Ref 854343488048. Not you, http://www.peterson.biz/",expense
3225.43 Debited ATM Card Maint Charge GST in your Ac XX9356 on 2024-04-09. .Avl BalRs 8938.29.,expense
7399.52 Debited ATM Card Maint Charge GST in your Ac XX7348 on 2024-03-27. .Avl BalRs 2989.81.,expense
"INR 3606.84 credited to A/c XXXX62 on 08th May 2024, 12:00 AM via RTGS from Simmons, Fernandez and Hodges. Current Balance: INR 4,361.80.",income
"Dear Customer, INR 307.58 has been credited to A/c XXXX99 on 02th May 2024, 12:00 AM, 11:04 AM via IMPS from Chapman-Barber. Current Balance: INR 3,895.23.",income
"Rs.2130.47 Credited to SB-xxx7083 AcBal:4465.98 CLRBal: 13,682.50 [601990] Ali Pine on 11th May 2024, 12:00 AM. Harris Group.",income
UPI -VPA +1-335-670-4861@paytm linked to HDFC a/c XX3199 debited Rs.323.54 and credited to GB04YXFB30639287713125.ifsc.npci -Ref 348220767610,expense
UPI -VPA 001-502-887-9241x72744@paytm linked to ICICI a/c XX1979 debited Rs.3484.69 and credited to PEAQ06195951521809.ifsc.npci -Ref 948181706648,expense
"Your salary of INR 13227.29 has been credited to A/c XXXX69 on 03th May 2024, 12:00 AM via UPI from Moore Ltd. Current Balance: INR 4,006.49.",income
"INR 320.12 credited to A/c XXXX70 on 12th May 2024, 12:00 AM via RTGS from Ford Inc. Current Balance: INR 8,520.76.",income
"Rs.1840.51 Credited to SB-xxx8126 AcBal:1737.06 CLRBal: 17,484.97 [19194] Alexandria Spring on 06th May 2024, 12:00 AM. Clark-Taylor.",income
"Sent Rs.7610.57 from SBI Bank AC X4766 to paytm3177106@paytm on 2024-01-02.UPI Ref 785130293798. Not you, http://www.dunlap.info/",expense
6315.49 Debited ATM Card Maint Charge GST in your Ac XX8715 on 2024-01-14. .Avl BalRs 7558.90.,expense
"Dear Customer, INR 545.57 has been credited to A/c XXXX33 on 05th May 2024, 12:00 AM, 02:49 PM via IMPS from Glenn, Walter and Trujillo. Current Balance: INR 6,477.90.",income
"INR 2676.61 credited to A/c XXXX47 on 02th May 2024, 12:00 AM via RTGS from Duran Ltd. Current Balance: INR 9,453.52.",income
"Your salary of INR 33560.67 has been credited to A/c XXXX98 on 01th May 2024, 12:00 AM via IMPS from Copeland-Wells. Current Balance: INR 7,999.48.",income
"Rs.2140.18 Credited to SB-xxx2509 AcBal:3992.53 CLRBal: 18,998.40 [657773] Pamela Pine on 07th May 2024, 12:00 AM. Taylor-Johnson.",income
3315.21 Debited ATM Card Maint Charge GST in your Ac XX3339 on 2024-05-06. .Avl BalRs 5876.11.,expense
VPA (707)892-7238@paytm linked to ICICI a/c XX4251 debited Rs.1164.22 and credited to GB34GBMI19726214670577.ifsc.npci -Ref 638833332053,expense
VPA +1-286-890-2018x71943@paytm linked to ICICI a/c XX9911 debited Rs.1743.45 and credited to GB15XOGC76710605003344.ifsc.npci -Ref 366787241633,expense
7417.79 Debited ATM Card Maint Charge GST in your Ac XX3066 on 2024-04-29. .Avl BalRs 3242.72.,expense
"INR 460.52 credited to A/c XXXX71 on 05th May 2024, 12:00 AM via RTGS from Ramirez Group. Current Balance: INR 8,989.79.",income
"Rs.4371.77 Credited to SB-xxx6519 AcBal:2631.58 CLRBal: 14,204.65 [705939] Kenneth Cove on 01th May 2024, 12:00 AM. Conley, Duarte and Robinson.",income
"Dear Customer, INR 119.73 has been credited to A/c XXXX14 on 05th May 2024, 12:00 AM, 05:18 AM via IMPS from Griffin, Phillips and King. Current Balance: INR 1,925.50.",income
"Your salary of INR 45419.64 has been credited to A/c XXXX83 on 06th May 2024, 12:00 AM via RTGS from Martin-Meza. Current Balance: INR 5,169.78.",income
UPI -VPA +1-872-459-6768x051@paytm linked to ICICI a/c XX6706 debited Rs.4725.99 and credited to ZGBS99660841566650.ifsc.npci -Ref 403964347435,expense
VPA (629)310-7906x103@paytm linked to ICICI a/c XX4173 debited Rs.5181.32 and credited to NJIJ80141876050490.ifsc.npci -Ref 887695448905,expense
6276.47 Debited ATM Card Maint Charge GST in your Ac XX7450 on 2024-01-24. .Avl BalRs 7569.43.,expense
VPA 550-480-8316@paytm linked to ICICI a/c XX5558 debited Rs.7148.71 and credited to YFUI53592336571188.ifsc.npci -Ref 342231004377,expense
"Your salary of INR 27917.68 has been credited to A/c XXXX24 on 11th May 2024, 12:00 AM via RTGS from Smith, Riggs and Solomon. Current Balance: INR 6,650.84.",income
